method,algorithm,k,seed,silhouette
UMAP,GMM,5,2981,0.4401750862598419
UMAP,Agglomerative,5,2981,0.46486154198646545
UMAP,Spectral,5,2981,0.46937334537506104
UMAP,KMeans,6,2981,0.43761152029037476
UMAP,GMM,6,2981,0.3842090368270874
UMAP,Agglomerative,6,2981,0.4223838746547699
UMAP,Spectral,6,2981,0.4320155084133148
MDS,KMeans,4,2981,0.3923904836764588
MDS,GMM,4,2981,0.47006483836208734
MDS,Agglomerative,4,2981,0.3905641530048612
MDS,Spectral,4,2981,0.2725905977683909
MDS,KMeans,5,2981,0.407928777039474
MDS,GMM,5,2981,0.4063726439157328
MDS,Agglomerative,5,2981,0.4106317332426142
MDS,Spectral,5,2981,0.25914216014988245
MDS,KMeans,6,2981,0.41481975809648924
MDS,GMM,6,2981,0.4156779994108472
MDS,Agglomerative,6,2981,0.4198959956944287
MDS,Spectral,6,2981,0.22939418727821834
PCA,KMeans,4,5812,0.4863809316534468
PCA,GMM,4,5812,0.41986029057574326
PCA,Agglomerative,4,5812,0.48765134424796924
PCA,Spectral,4,5812,0.35808749973959464
PCA,KMeans,5,5812,0.5265791069468279
PCA,GMM,5,5812,0.2807689809786663
PCA,Agglomerative,5,5812,0.5521963523374787
PCA,Spectral,5,5812,0.3193613881228527
PCA,KMeans,6,5812,0.5680426055994776
PCA,GMM,6,5812,0.3017440536745064
PCA,Agglomerative,6,5812,0.5639881437960454
PCA,Spectral,6,5812,0.2875621523225612
UMAP,KMeans,4,5812,0.4776992201805115
UMAP,GMM,4,5812,0.4743264317512512
UMAP,Agglomerative,4,5812,0.4524593949317932
UMAP,Spectral,4,5812,0.47716909646987915
UMAP,KMeans,5,5812,0.4610559344291687
UMAP,GMM,5,5812,0.46345996856689453
UMAP,Agglomerative,5,5812,0.4344432055950165
UMAP,Spectral,5,5812,0.4718553125858307
UMAP,KMeans,6,5812,0.4281424582004547
UMAP,GMM,6,5812,0.40171024203300476
UMAP,Agglomerative,6,5812,0.42996591329574585
UMAP,Spectral,6,5812,0.40676167607307434
MDS,KMeans,4,5812,0.3865154241303254
MDS,GMM,4,5812,0.5715830238479064
MDS,Agglomerative,4,5812,0.37771329607687704
MDS,Spectral,4,5812,0.26059646082282417
MDS,KMeans,5,5812,0.41024618034469706
MDS,GMM,5,5812,0.3980910796220949
MDS,Agglomerative,5,5812,0.40510258723852766
MDS,Spectral,5,5812,0.258311768608241
MDS,KMeans,6,5812,0.41816538263095476
MDS,GMM,6,5812,0.41278902145316115
MDS,Agglomerative,6,5812,0.412988234657854
MDS,Spectral,6,5812,0.24867189447585247
PCA,KMeans,4,5315,0.4863809316534468
PCA,GMM,4,5315,0.41986029057574326
PCA,Agglomerative,4,5315,0.48765134424796924
PCA,Spectral,4,5315,0.35808749973959464
PCA,KMeans,5,5315,0.5015903417787266
PCA,GMM,5,5315,0.12339455289482867
PCA,Agglomerative,5,5315,0.5521963523374787
PCA,Spectral,5,5315,0.3193613881228527
PCA,KMeans,6,5315,0.5680426055994776
PCA,GMM,6,5315,0.3450114327451788
PCA,Agglomerative,6,5315,0.5639881437960454
PCA,Spectral,6,5315,0.2875621523225612
UMAP,KMeans,4,5315,0.45856019854545593
UMAP,GMM,4,5315,0.4471803307533264
UMAP,Agglomerative,4,5315,0.41999271512031555
UMAP,Spectral,4,5315,0.4406968057155609
UMAP,KMeans,5,5315,0.47163254022598267
UMAP,GMM,5,5315,0.40567949414253235
UMAP,Agglomerative,5,5315,0.45411843061447144
UMAP,Spectral,5,5315,0.43665850162506104
UMAP,KMeans,6,5315,0.4671937823295593
UMAP,GMM,6,5315,0.41542312502861023
UMAP,Agglomerative,6,5315,0.4567815065383911
UMAP,Spectral,6,5315,0.46542301774024963
MDS,KMeans,4,5315,0.38999861501834243
MDS,GMM,4,5315,0.5921827134917665
MDS,Agglomerative,4,5315,0.388835984773703
MDS,Spectral,4,5315,0.27107707862229935
MDS,KMeans,5,5315,0.40268449824263
MDS,GMM,5,5315,0.3810884220170428
MDS,Agglomerative,5,5315,0.4086153204818477
MDS,Spectral,5,5315,0.24678566296876003
MDS,KMeans,6,5315,0.4053649290346814
MDS,GMM,6,5315,0.3924271077760037
MDS,Agglomerative,6,5315,0.4131454557104313
MDS,Spectral,6,5315,0.2511521272269956
PCA,KMeans,4,6546,0.4863809316534468
PCA,GMM,4,6546,0.10630886691310956
PCA,Agglomerative,4,6546,0.48765134424796924
PCA,Spectral,4,6546,0.35808749973959464
PCA,KMeans,5,6546,0.5265791069468279
PCA,GMM,5,6546,0.3139283510831534
PCA,Agglomerative,5,6546,0.5521963523374787
PCA,Spectral,5,6546,0.3193613881228527
PCA,KMeans,6,6546,0.5680426055994776
PCA,GMM,6,6546,0.3450114327451788
PCA,Agglomerative,6,6546,0.5639881437960454
PCA,Spectral,6,6546,0.2875621523225612
UMAP,KMeans,4,6546,0.4717663526535034
UMAP,GMM,4,6546,0.38196390867233276
UMAP,Agglomerative,4,6546,0.41899532079696655
UMAP,Spectral,4,6546,0.466688334941864
UMAP,KMeans,5,6546,0.47071853280067444
UMAP,GMM,5,6546,0.40041375160217285
UMAP,Agglomerative,5,6546,0.4071548283100128
UMAP,Spectral,5,6546,0.4734783470630646
UMAP,KMeans,6,6546,0.44652047753334045
UMAP,GMM,6,6546,0.37025582790374756
UMAP,Agglomerative,6,6546,0.4157138764858246
UMAP,Spectral,6,6546,0.42613810300827026
MDS,KMeans,4,6546,0.3917047393778901
MDS,GMM,4,6546,0.38387763375140727
MDS,Agglomerative,4,6546,0.38994579694130194
MDS,Spectral,4,6546,0.27357017897784575
MDS,KMeans,5,6546,0.4050087267257883
MDS,GMM,5,6546,0.3927011471588044
MDS,Agglomerative,5,6546,0.3998592945977886
MDS,Spectral,5,6546,0.25911084363873266
MDS,KMeans,6,6546,0.3674908230866203
MDS,GMM,6,6546,0.4138727147643484
MDS,Agglomerative,6,6546,0.40811365917600734
MDS,Spectral,6,6546,0.23912468236205
PCA,KMeans,4,8244,0.4863809316534468
PCA,GMM,4,8244,0.41986029057574326
PCA,Agglomerative,4,8244,0.48765134424796924
PCA,Spectral,4,8244,0.35808749973959464
PCA,KMeans,5,8244,0.5265791069468279
PCA,GMM,5,8244,0.12339455289482867
PCA,Agglomerative,5,8244,0.5521963523374787
PCA,Spectral,5,8244,0.3193613881228527
PCA,KMeans,6,8244,0.56555838535161
PCA,GMM,6,8244,0.3450114327451788
PCA,Agglomerative,6,8244,0.5639881437960454
PCA,Spectral,6,8244,0.2875621523225612
UMAP,KMeans,4,8244,0.4509371519088745
UMAP,GMM,4,8244,0.37548622488975525
UMAP,Agglomerative,4,8244,0.4246146082878113
UMAP,Spectral,4,8244,0.44665658473968506
UMAP,KMeans,5,8244,0.4678119122982025
UMAP,GMM,5,8244,0.3792409598827362
UMAP,Agglomerative,5,8244,0.4271572232246399
UMAP,Spectral,5,8244,0.46961480379104614
UMAP,KMeans,6,8244,0.44065985083580017
UMAP,GMM,6,8244,0.35345888137817383
UMAP,Agglomerative,6,8244,0.4099523425102234
UMAP,Spectral,6,8244,0.4335172772407532
MDS,KMeans,4,8244,0.39087912093199906
MDS,GMM,4,8244,0.5934948398002312
MDS,Agglomerative,4,8244,0.3882990688760765
MDS,Spectral,4,8244,0.2671818846600224
MDS,KMeans,5,8244,0.41367702136922957
MDS,GMM,5,8244,0.3889271882446136
MDS,Agglomerative,5,8244,0.4056320370022749
MDS,Spectral,5,8244,0.25059564806699897
MDS,KMeans,6,8244,0.4151125062500563
MDS,GMM,6,8244,0.41694606337192347
MDS,Agglomerative,6,8244,0.41184510701563964
MDS,Spectral,6,8244,0.2174572948853046
PCA,KMeans,4,3210,0.4863809316534468
PCA,GMM,4,3210,0.41986029057574326
PCA,Agglomerative,4,3210,0.48765134424796924
PCA,Spectral,4,3210,0.35808749973959464
PCA,KMeans,5,3210,0.5281900232358612
PCA,GMM,5,3210,0.12339455289482867
PCA,Agglomerative,5,3210,0.5521963523374787
PCA,Spectral,5,3210,0.3193613881228527
PCA,KMeans,6,3210,0.56555838535161
PCA,GMM,6,3210,0.3450114327451788
PCA,Agglomerative,6,3210,0.5639881437960454
PCA,Spectral,6,3210,0.2875621523225612
UMAP,KMeans,4,3210,0.4648834466934204
UMAP,GMM,4,3210,0.4114499092102051
UMAP,Agglomerative,4,3210,0.4230298697948456
UMAP,Spectral,4,3210,0.4551929831504822
UMAP,KMeans,5,3210,0.41591817140579224
UMAP,GMM,5,3210,0.3948310613632202
UMAP,Agglomerative,5,3210,0.4410232603549957
UMAP,Spectral,5,3210,0.42593446373939514
UMAP,KMeans,6,3210,0.42955416440963745
UMAP,GMM,6,3210,0.4253881573677063
UMAP,Agglomerative,6,3210,0.4209352731704712
UMAP,Spectral,6,3210,0.4184533655643463
MDS,KMeans,4,3210,0.3908544443837484
MDS,GMM,4,3210,0.592961585645396
MDS,Agglomerative,4,3210,0.3870729400977113
MDS,Spectral,4,3210,0.2669737026554672
MDS,KMeans,5,3210,0.3985094472730028
MDS,GMM,5,3210,0.39143348142286705
MDS,Agglomerative,5,3210,0.39544641540100006
MDS,Spectral,5,3210,0.2583199585034243
MDS,KMeans,6,3210,0.4013708406550162
MDS,GMM,6,3210,0.3989151597859217
MDS,Agglomerative,6,3210,0.4026382135130802
MDS,Spectral,6,3210,0.2169946596999679
PCA,KMeans,4,3050,0.4863809316534468
PCA,GMM,4,3050,0.41986029057574326
PCA,Agglomerative,4,3050,0.48765134424796924
PCA,Spectral,4,3050,0.35808749973959464
PCA,KMeans,5,3050,0.5281900232358612
PCA,GMM,5,3050,0.2807689809786663
PCA,Agglomerative,5,3050,0.5521963523374787
PCA,Spectral,5,3050,0.3193613881228527
PCA,KMeans,6,3050,0.5668289329928428
PCA,GMM,6,3050,0.3450114327451788
PCA,Agglomerative,6,3050,0.5639881437960454
PCA,Spectral,6,3050,0.2875621523225612
UMAP,KMeans,4,3050,0.4584903120994568
UMAP,GMM,4,3050,0.45313480496406555
UMAP,Agglomerative,4,3050,0.44267070293426514
UMAP,Spectral,4,3050,0.4537220299243927
UMAP,KMeans,5,3050,0.4666188657283783
UMAP,GMM,5,3050,0.3914484977722168
UMAP,Agglomerative,5,3050,0.3888889253139496
UMAP,Spectral,5,3050,0.4678819477558136
UMAP,KMeans,6,3050,0.4296034872531891
UMAP,GMM,6,3050,0.4393725097179413
UMAP,Agglomerative,6,3050,0.3806436359882355
UMAP,Spectral,6,3050,0.409706175327301
MDS,KMeans,4,3050,0.38814161203922204
MDS,GMM,4,3050,0.5931736204975142
MDS,Agglomerative,4,3050,0.38839671976774487
MDS,Spectral,4,3050,0.26412849267628496
MDS,KMeans,5,3050,0.4099991070191185
MDS,GMM,5,3050,0.387406815734191
MDS,Agglomerative,5,3050,0.40399706308193567
MDS,Spectral,5,3050,0.25098338737053194
MDS,KMeans,6,3050,0.40510564078912187
MDS,GMM,6,3050,0.4026286597969047
MDS,Agglomerative,6,3050,0.40970935215432763
MDS,Spectral,6,3050,0.22809103381790685
PCA,KMeans,4,5008,0.4863809316534468
PCA,GMM,4,5008,0.41986029057574326
PCA,Agglomerative,4,5008,0.48765134424796924
PCA,Spectral,4,5008,0.35808749973959464
PCA,KMeans,5,5008,0.5527002547905504
PCA,GMM,5,5008,0.12339455289482867
PCA,Agglomerative,5,5008,0.5521963523374787
PCA,Spectral,5,5008,0.3193613881228527
PCA,KMeans,6,5008,0.5680426055994776
PCA,GMM,6,5008,0.3017440536745064
PCA,Agglomerative,6,5008,0.5639881437960454
PCA,Spectral,6,5008,0.2875621523225612
UMAP,KMeans,4,5008,0.4673229157924652
UMAP,GMM,4,5008,0.4633294939994812
UMAP,Agglomerative,4,5008,0.4445784389972687
UMAP,Spectral,4,5008,0.46238765120506287
UMAP,KMeans,5,5008,0.45657792687416077
UMAP,GMM,5,5008,0.39909064769744873
UMAP,Agglomerative,5,5008,0.4497869610786438
UMAP,Spectral,5,5008,0.4636673629283905
UMAP,KMeans,6,5008,0.43013447523117065
UMAP,GMM,6,5008,0.3928530812263489
UMAP,Agglomerative,6,5008,0.4191319942474365
UMAP,Spectral,6,5008,0.4152255058288574
MDS,KMeans,4,5008,0.3911416472522349
MDS,GMM,4,5008,0.3808922198693393
MDS,Agglomerative,4,5008,0.3773771494848866
MDS,Spectral,4,5008,0.24432540557466043
MDS,KMeans,5,5008,0.4048641639589585
MDS,GMM,5,5008,0.38172825014683
MDS,Agglomerative,5,5008,0.4012496253395971
MDS,Spectral,5,5008,0.2511314908713458
MDS,KMeans,6,5008,0.4026108690313955
MDS,GMM,6,5008,0.4084363954164031
MDS,Agglomerative,6,5008,0.40734238788068106
MDS,Spectral,6,5008,0.23940126840053202
PCA,KMeans,4,9682,0.4863809316534468
PCA,GMM,4,9682,0.41986029057574326
PCA,Agglomerative,4,9682,0.48765134424796924
PCA,Spectral,4,9682,0.35808749973959464
PCA,KMeans,5,9682,0.5281900232358612
PCA,GMM,5,9682,0.12339455289482867
PCA,Agglomerative,5,9682,0.5521963523374787
PCA,Spectral,5,9682,0.3193613881228527
PCA,KMeans,6,9682,0.5680426055994776
PCA,GMM,6,9682,0.3450114327451788
PCA,Agglomerative,6,9682,0.5639881437960454
PCA,Spectral,6,9682,0.2875621523225612
UMAP,KMeans,4,9682,0.4987356960773468
UMAP,GMM,4,9682,0.491285502910614
UMAP,Agglomerative,4,9682,0.47720587253570557
UMAP,Spectral,4,9682,0.4987356960773468
UMAP,KMeans,5,9682,0.48967012763023376
UMAP,GMM,5,9682,0.4018923342227936
UMAP,Agglomerative,5,9682,0.4453069567680359
UMAP,Spectral,5,9682,0.48800602555274963
UMAP,KMeans,6,9682,0.42042118310928345
UMAP,GMM,6,9682,0.3614378273487091
UMAP,Agglomerative,6,9682,0.38671132922172546
UMAP,Spectral,6,9682,0.40647920966148376
MDS,KMeans,4,9682,0.3882238566968249
MDS,GMM,4,9682,0.38778777645226636
MDS,Agglomerative,4,9682,0.3917238680155869
MDS,Spectral,4,9682,0.26157955033118413
MDS,KMeans,5,9682,0.4072730761818478
MDS,GMM,5,9682,0.37883652476071483
MDS,Agglomerative,5,9682,0.40894587377217423
MDS,Spectral,5,9682,0.25575275722271607
MDS,KMeans,6,9682,0.3999039235978318
MDS,GMM,6,9682,0.4030048895295659
MDS,Agglomerative,6,9682,0.4140869380622077
MDS,Spectral,6,9682,0.21383630326495626
PCA,KMeans,4,9855,0.4863809316534468
PCA,GMM,4,9855,0.41986029057574326
PCA,Agglomerative,4,9855,0.48765134424796924
PCA,Spectral,4,9855,0.35808749973959464
PCA,KMeans,5,9855,0.5281900232358612
PCA,GMM,5,9855,0.315040205190891
PCA,Agglomerative,5,9855,0.5521963523374787
PCA,Spectral,5,9855,0.3193613881228527
PCA,KMeans,6,9855,0.5668289329928428
PCA,GMM,6,9855,0.3450114327451788
PCA,Agglomerative,6,9855,0.5639881437960454
PCA,Spectral,6,9855,0.2875621523225612
UMAP,KMeans,4,9855,0.4660465121269226
UMAP,GMM,4,9855,0.46163737773895264
UMAP,Agglomerative,4,9855,0.4475005269050598
UMAP,Spectral,4,9855,0.46144184470176697
UMAP,KMeans,5,9855,0.46673306822776794
UMAP,GMM,5,9855,0.4451465904712677
UMAP,Agglomerative,5,9855,0.45959872007369995
UMAP,Spectral,5,9855,0.4711173176765442
UMAP,KMeans,6,9855,0.427805632352829
UMAP,GMM,6,9855,0.373313844203949
UMAP,Agglomerative,6,9855,0.40661004185676575
UMAP,Spectral,6,9855,0.42231643199920654
MDS,KMeans,4,9855,0.3912754440939228
MDS,GMM,4,9855,0.47038769233376554
MDS,Agglomerative,4,9855,0.3938269880825281
MDS,Spectral,4,9855,0.26976207001221747
MDS,KMeans,5,9855,0.4049282241337786
MDS,GMM,5,9855,0.40245169337175535
MDS,Agglomerative,5,9855,0.39923903857763476
MDS,Spectral,5,9855,0.2561796096866284
MDS,KMeans,6,9855,0.4104695575872943
MDS,GMM,6,9855,0.4033581703378127
MDS,Agglomerative,6,9855,0.4089969216585841
MDS,Spectral,6,9855,0.23332713640951402
PCA,KMeans,4,9513,0.4863809316534468
PCA,GMM,4,9513,0.10630886691310956
PCA,Agglomerative,4,9513,0.48765134424796924
PCA,Spectral,4,9513,0.35808749973959464
PCA,KMeans,5,9513,0.5522535704424655
PCA,GMM,5,9513,0.12339455289482867
PCA,Agglomerative,5,9513,0.5521963523374787
PCA,Spectral,5,9513,0.3193613881228527
PCA,KMeans,6,9513,0.56555838535161
PCA,GMM,6,9513,0.3450114327451788
PCA,Agglomerative,6,9513,0.5639881437960454
PCA,Spectral,6,9513,0.2875621523225612
UMAP,KMeans,4,9513,0.4554113745689392
UMAP,GMM,4,9513,0.43168509006500244
UMAP,Agglomerative,4,9513,0.4449329078197479
UMAP,Spectral,4,9513,0.4460678994655609
UMAP,KMeans,5,9513,0.4662758708000183
UMAP,GMM,5,9513,0.3875550627708435
UMAP,Agglomerative,5,9513,0.45646852254867554
UMAP,Spectral,5,9513,0.44778457283973694
UMAP,KMeans,6,9513,0.43564969301223755
UMAP,GMM,6,9513,0.358839750289917
UMAP,Agglomerative,6,9513,0.40829184651374817
UMAP,Spectral,6,9513,0.4326486885547638
MDS,KMeans,4,9513,0.3916154211950302
MDS,GMM,4,9513,0.3834267941339576
MDS,Agglomerative,4,9513,0.38731437041837696
MDS,Spectral,4,9513,0.25070489173637567
MDS,KMeans,5,9513,0.40866088889154484
MDS,GMM,5,9513,0.3879712885475607
MDS,Agglomerative,5,9513,0.39973816615192276
MDS,Spectral,5,9513,0.25099325706845255
MDS,KMeans,6,9513,0.4135506068063574
MDS,GMM,6,9513,0.40256348208823556
MDS,Agglomerative,6,9513,0.40705105586034324
MDS,Spectral,6,9513,0.24109699778009766
PCA,KMeans,4,5154,0.4863809316534468
PCA,GMM,4,5154,0.10630886691310956
PCA,Agglomerative,4,5154,0.48765134424796924
PCA,Spectral,4,5154,0.35808749973959464
PCA,KMeans,5,5154,0.5265791069468279
PCA,GMM,5,5154,0.33334675074679465
PCA,Agglomerative,5,5154,0.5521963523374787
PCA,Spectral,5,5154,0.3193613881228527
PCA,KMeans,6,5154,0.5680426055994776
PCA,GMM,6,5154,0.3450114327451788
PCA,Agglomerative,6,5154,0.5639881437960454
PCA,Spectral,6,5154,0.2875621523225612
UMAP,KMeans,4,5154,0.4676593244075775
UMAP,GMM,4,5154,0.46820297837257385
UMAP,Agglomerative,4,5154,0.44481518864631653
UMAP,Spectral,4,5154,0.4592044949531555
UMAP,KMeans,5,5154,0.46034467220306396
UMAP,GMM,5,5154,0.43538302183151245
UMAP,Agglomerative,5,5154,0.44798409938812256
UMAP,Spectral,5,5154,0.4451597332954407
UMAP,KMeans,6,5154,0.43641766905784607
UMAP,GMM,6,5154,0.3675205707550049
UMAP,Agglomerative,6,5154,0.43929678201675415
UMAP,Spectral,6,5154,0.4326411187648773
MDS,KMeans,4,5154,0.3876031341429281
MDS,GMM,4,5154,0.6852076134564173
MDS,Agglomerative,4,5154,0.3587497523855029
MDS,Spectral,4,5154,0.26177731524573306
MDS,KMeans,5,5154,0.41513311182584045
MDS,GMM,5,5154,0.38542582660497354
MDS,Agglomerative,5,5154,0.39493565196257946
MDS,Spectral,5,5154,0.25634035170328395
MDS,KMeans,6,5154,0.3984764933287201
MDS,GMM,6,5154,0.4133340501393998
MDS,Agglomerative,6,5154,0.39936224467661097
MDS,Spectral,6,5154,0.22304509028853944
PCA,KMeans,4,1273,0.4863809316534468
PCA,GMM,4,1273,0.10630886691310956
PCA,Agglomerative,4,1273,0.48765134424796924
PCA,Spectral,4,1273,0.35808749973959464
PCA,KMeans,5,1273,0.5265791069468279
PCA,GMM,5,1273,0.12339455289482867
PCA,Agglomerative,5,1273,0.5521963523374787
PCA,Spectral,5,1273,0.3193613881228527
PCA,KMeans,6,1273,0.5680426055994776
PCA,GMM,6,1273,0.3450114327451788
PCA,Agglomerative,6,1273,0.5639881437960454
PCA,Spectral,6,1273,0.2875621523225612
UMAP,KMeans,4,1273,0.46677470207214355
UMAP,GMM,4,1273,0.4675874710083008
UMAP,Agglomerative,4,1273,0.42716941237449646
UMAP,Spectral,4,1273,0.46730050444602966
UMAP,KMeans,5,1273,0.4667440354824066
UMAP,GMM,5,1273,0.42370346188545227
UMAP,Agglomerative,5,1273,0.4407918453216553
UMAP,Spectral,5,1273,0.4391308128833771
UMAP,KMeans,6,1273,0.43765729665756226
UMAP,GMM,6,1273,0.41828587651252747
UMAP,Agglomerative,6,1273,0.40800705552101135
UMAP,Spectral,6,1273,0.43758273124694824
MDS,KMeans,4,1273,0.38731210619497236
MDS,GMM,4,1273,0.38468997051014825
MDS,Agglomerative,4,1273,0.38868257863072914
MDS,Spectral,4,1273,0.24238734642384693
MDS,KMeans,5,1273,0.4058556355620134
MDS,GMM,5,1273,0.40589231942706866
MDS,Agglomerative,5,1273,0.40970974851462305
MDS,Spectral,5,1273,0.25790859562857227
MDS,KMeans,6,1273,0.4057621400810871
MDS,GMM,6,1273,0.40344885531177327
MDS,Agglomerative,6,1273,0.4146240428516457
MDS,Spectral,6,1273,0.24411097867285877
PCA,KMeans,4,8247,0.4863809316534468
PCA,GMM,4,8247,0.41986029057574326
PCA,Agglomerative,4,8247,0.48765134424796924
PCA,Spectral,4,8247,0.35808749973959464
PCA,KMeans,5,8247,0.5281900232358612
PCA,GMM,5,8247,0.2807689809786663
PCA,Agglomerative,5,8247,0.5521963523374787
PCA,Spectral,5,8247,0.3193613881228527
PCA,KMeans,6,8247,0.5680426055994776
PCA,GMM,6,8247,0.3450114327451788
PCA,Agglomerative,6,8247,0.5639881437960454
PCA,Spectral,6,8247,0.2875621523225612
UMAP,KMeans,4,8247,0.47597211599349976
UMAP,GMM,4,8247,0.4008990526199341
UMAP,Agglomerative,4,8247,0.45732805132865906
UMAP,Spectral,4,8247,0.4761924743652344
UMAP,KMeans,5,8247,0.4656088948249817
UMAP,GMM,5,8247,0.42040643095970154
UMAP,Agglomerative,5,8247,0.42443403601646423
UMAP,Spectral,5,8247,0.4687516391277313
UMAP,KMeans,6,8247,0.44465458393096924
UMAP,GMM,6,8247,0.3728887438774109
UMAP,Agglomerative,6,8247,0.40271028876304626
UMAP,Spectral,6,8247,0.4385874569416046
MDS,KMeans,4,8247,0.38979127427000404
MDS,GMM,4,8247,0.5705138839351827
MDS,Agglomerative,4,8247,0.3804381704689148
MDS,Spectral,4,8247,0.2568082006772756
MDS,KMeans,5,8247,0.4082944937433215
MDS,GMM,5,8247,0.39038751139867545
MDS,Agglomerative,5,8247,0.39173216585084386
MDS,Spectral,5,8247,0.2563406090252269
MDS,KMeans,6,8247,0.4148281623979288
MDS,GMM,6,8247,0.41009244829541797
MDS,Agglomerative,6,8247,0.3979305307480265
MDS,Spectral,6,8247,0.2566784669190566
PCA,KMeans,4,9149,0.4863809316534468
PCA,GMM,4,9149,0.41986029057574326
PCA,Agglomerative,4,9149,0.48765134424796924
PCA,Spectral,4,9149,0.35808749973959464
PCA,KMeans,5,9149,0.5265791069468279
PCA,GMM,5,9149,0.2807689809786663
PCA,Agglomerative,5,9149,0.5521963523374787
PCA,Spectral,5,9149,0.3193613881228527
PCA,KMeans,6,9149,0.5668289329928428
PCA,GMM,6,9149,0.3450114327451788
PCA,Agglomerative,6,9149,0.5639881437960454
PCA,Spectral,6,9149,0.2875621523225612
UMAP,KMeans,4,9149,0.4673164188861847
UMAP,GMM,4,9149,0.4657121002674103
UMAP,Agglomerative,4,9149,0.4562957286834717
UMAP,Spectral,4,9149,0.4638650119304657
UMAP,KMeans,5,9149,0.48401209712028503
UMAP,GMM,5,9149,0.4261032044887543
UMAP,Agglomerative,5,9149,0.47321417927742004
UMAP,Spectral,5,9149,0.4761621057987213
UMAP,KMeans,6,9149,0.44698649644851685
UMAP,GMM,6,9149,0.40338724851608276
UMAP,Agglomerative,6,9149,0.4209096133708954
UMAP,Spectral,6,9149,0.4269029498100281
MDS,KMeans,4,9149,0.3871138295944563
MDS,GMM,4,9149,0.39322701915406705
MDS,Agglomerative,4,9149,0.3831888101461514
MDS,Spectral,4,9149,0.2664876930316866
MDS,KMeans,5,9149,0.40960750380169786
MDS,GMM,5,9149,0.39206083951845977
MDS,Agglomerative,5,9149,0.3939934165210279
MDS,Spectral,5,9149,0.2603708853777624
MDS,KMeans,6,9149,0.4072518428987343
MDS,GMM,6,9149,0.4073368220136936
MDS,Agglomerative,6,9149,0.4014047947772775
MDS,Spectral,6,9149,0.2445582107611724
PCA,KMeans,4,3255,0.4863809316534468
PCA,GMM,4,3255,0.10630886691310956
PCA,Agglomerative,4,3255,0.48765134424796924
PCA,Spectral,4,3255,0.35808749973959464
PCA,KMeans,5,3255,0.5281900232358612
PCA,GMM,5,3255,0.3139283510831534
PCA,Agglomerative,5,3255,0.5521963523374787
PCA,Spectral,5,3255,0.3193613881228527
PCA,KMeans,6,3255,0.5668289329928428
PCA,GMM,6,3255,0.3450114327451788
PCA,Agglomerative,6,3255,0.5639881437960454
PCA,Spectral,6,3255,0.2875621523225612
UMAP,KMeans,4,3255,0.46162983775138855
UMAP,GMM,4,3255,0.46084925532341003
UMAP,Agglomerative,4,3255,0.43046391010284424
UMAP,Spectral,4,3255,0.44929391145706177
UMAP,KMeans,5,3255,0.4580029249191284
UMAP,GMM,5,3255,0.3825101852416992
UMAP,Agglomerative,5,3255,0.42438051104545593
UMAP,Spectral,5,3255,0.45867276191711426
UMAP,KMeans,6,3255,0.43468716740608215
UMAP,GMM,6,3255,0.4225127696990967
UMAP,Agglomerative,6,3255,0.3744633197784424
UMAP,Spectral,6,3255,0.42670848965644836
MDS,KMeans,4,3255,0.3883098118686708
MDS,GMM,4,3255,0.4558062221488188
MDS,Agglomerative,4,3255,0.39179130536657375
MDS,Spectral,4,3255,0.26153628092490244
MDS,KMeans,5,3255,0.4123541784017628
MDS,GMM,5,3255,0.39027324056300616
MDS,Agglomerative,5,3255,0.3988036617881778
MDS,Spectral,5,3255,0.25590563226295615
MDS,KMeans,6,3255,0.3977448585005523
MDS,GMM,6,3255,0.4018130839139148
MDS,Agglomerative,6,3255,0.40616362795053707
MDS,Spectral,6,3255,0.22313297867350962
PCA,KMeans,4,3735,0.4863809316534468
PCA,GMM,4,3735,0.41986029057574326
PCA,Agglomerative,4,3735,0.48765134424796924
PCA,Spectral,4,3735,0.35808749973959464
PCA,KMeans,5,3735,0.5265791069468279
PCA,GMM,5,3735,0.2807689809786663
PCA,Agglomerative,5,3735,0.5521963523374787
PCA,Spectral,5,3735,0.3193613881228527
PCA,KMeans,6,3735,0.5680426055994776
PCA,GMM,6,3735,0.3450114327451788
PCA,Agglomerative,6,3735,0.5639881437960454
PCA,Spectral,6,3735,0.2875621523225612
UMAP,KMeans,4,3735,0.4648127555847168
UMAP,GMM,4,3735,0.46246734261512756
UMAP,Agglomerative,4,3735,0.45629754662513733
UMAP,Spectral,4,3735,0.46026450395584106
UMAP,KMeans,5,3735,0.46539437770843506
UMAP,GMM,5,3735,0.408133327960968
UMAP,Agglomerative,5,3735,0.40471193194389343
UMAP,Spectral,5,3735,0.4157543480396271
UMAP,KMeans,6,3735,0.435094952583313
UMAP,GMM,6,3735,0.4271586239337921
UMAP,Agglomerative,6,3735,0.3870643973350525
UMAP,Spectral,6,3735,0.4363826811313629
MDS,KMeans,4,3735,0.39019785833538406
MDS,GMM,4,3735,0.3814351963184481
MDS,Agglomerative,4,3735,0.39019785833538406
MDS,Spectral,4,3735,0.2679869276314788
MDS,KMeans,5,3735,0.40107959882068606
MDS,GMM,5,3735,0.3879634398149548
MDS,Agglomerative,5,3735,0.39978235781592714
MDS,Spectral,5,3735,0.23845158105938574
MDS,KMeans,6,3735,0.40325259972615396
MDS,GMM,6,3735,0.4061222977386967
